dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
bizitobs_application/10S/short,SLSQPEnsemble_4-models_opt-mse_1-windows,463573.9341713395,463573.9341713395,359.6389140982098,1.2127634297218803,0.016918510895740892,0.0171514030108276,10.870178550750929,680.8626397235638,0.026258150528388837,0.01386983539894511,0.011104348558199905,Web/CloudOps,2
