dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
m4_quarterly/Q/short,SLSQPEnsemble_4-models_opt-mse_1-windows,1800166.4533093271,1800166.4533093271,572.0011893642145,1.2393939232776996,0.11435819393732335,0.10341851468042701,9.429774108338885,1341.7028185516072,0.2245774247661351,0.09574292629813139,0.07653254035825977,Econ/Fin,1
