dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
solar/H/medium,SLSQPEnsemble_4-models_opt-mae_1-windows,499.5249099474461,499.5249099474461,10.003362472745556,0.7626485257828345,3.691779120351289,1.388874602742021,10.824734092580462,22.350053913748084,0.8051011279272522,0.3603444734832853,0.3058323921209976,Energy,1
solar/H/short,SLSQPEnsemble_4-models_opt-mae_1-windows,555.664517052796,555.664517052796,9.933451651320066,0.7649806400840393,3.845165387802522,1.3904704730295374,8.45838004707104,23.572537348635084,0.8688915786313035,0.3661503366786683,0.3037444641021886,Energy,1
solar/H/long,SLSQPEnsemble_4-models_opt-mae_1-windows,426.46711425706127,426.46711425706127,9.870361854647289,0.7500507878557832,4.27743601564824,1.3846984680199528,11.080525718258649,20.651080220101356,0.7160106732690289,0.3422234750739959,0.2928371188766824,Energy,1
solar/10T/medium,SLSQPEnsemble_4-models_opt-mae_1-windows,21.13159527157926,21.13159527157926,1.8800636015190488,0.8217309972756172,3.6113511300411143,1.4570136105691551,6.131194796694319,4.596911492684981,1.020072950338234,0.4171935935414116,0.336424674020862,Energy,1
solar/10T/short,SLSQPEnsemble_4-models_opt-mae_1-windows,14.267304077326758,14.267304077326758,1.479648465819128,0.6387284775966231,3.628875112857917,1.4861963560804647,4.108379445200306,3.777208503290063,1.0987895255738056,0.4304295710330177,0.3393925053189328,Energy,1
solar/10T/long,SLSQPEnsemble_4-models_opt-mae_1-windows,20.04805142593839,20.04805142593839,1.881619742857075,0.8219970671938999,3.2170780398457417,1.4618026984255383,6.962938739337324,4.477505044769731,0.967741076997088,0.4066820021964119,0.3288620660994939,Energy,1
solar/D/short,SLSQPEnsemble_4-models_opt-mae_1-windows,133343.26997179573,133343.26997179573,260.310488528691,1.0160176419616842,1.1066154486535402,0.4356072484036506,4.54462030990887,365.1619777191976,0.5275346994206969,0.3760600054248701,0.2899432214713554,Energy,1
solar/W/short,SLSQPEnsemble_4-models_opt-mae_1-windows,2803018.006374949,2803018.006374949,1348.5525624712898,1.4814405507930704,0.3121087931615433,0.2558233206841989,6.022524452237917,1674.2216120857329,0.341750488632782,0.2752732934783987,0.2145547005755829,Energy,1
bitbrains_rnd/5T/medium,SLSQPEnsemble_4-models_opt-mae_1-windows,2251886.680705824,2251886.680705824,163.1711631312817,4.42826645607712,1.1751768168164711,0.7488580773559116,161.4210174306872,1500.628761788146,6.313910225472907,0.6865442683967125,0.6420644653645806,Web/CloudOps,2
bitbrains_rnd/5T/long,SLSQPEnsemble_4-models_opt-mae_1-windows,2276589.0348717347,2276589.0348717347,183.24462089524343,3.3588878711056926,2.129154094777298,0.7329270052441637,118.1982248516004,1508.836980880219,5.780014679093372,0.7019688754059572,0.6263350911300489,Web/CloudOps,2
