dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
electricity/W/short,SLSQPEnsemble_4-models_opt-mae_1-windows,68839585852.21109,68839585852.21109,32049.390604261524,1.5494261967690486,0.2371358836769363,0.0999309388531523,11.93758241584962,262372.9899441082,0.5986485833738042,0.0731261334763232,0.0560273417606314,Energy,1
electricity/W/short,SLSQPEnsemble_4-models_opt-mae_1-windows,46824644849.65247,46824644849.65247,29144.72384389005,1.5040341806959705,0.2235155852439259,0.097952744571187,12.05800668655845,216390.0294598909,0.4937306413284956,0.0664986424314569,0.0527733252502557,Energy,1
electricity/W/short,SLSQPEnsemble_4-models_opt-mae_1-windows,46824644849.652466,46824644849.652466,29144.723843890046,1.5040341806959703,0.22351558524392595,0.09795274457118702,12.05800668655845,216390.02945989094,0.49373064132849565,0.06649864243145699,0.052773325250255784,Energy,1
