dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
car_parts/M/short,SLSQPEnsemble_4-models_opt-mse_1-windows,1.319390187332728,1.319390187332728,0.4889668902285468,0.8801834584065488,0.7728407511563751,1.8599959843653617,16.72408038582914,1.1486471117504837,2.7543379452519563,1.1724924443294908,1.0209700280566394,Sales,1
